"CodProd","CodMat","DesProd","CantMat"
SEP046004700007D92,PLA251521450007D92,PLACA 2515*2145 D92,0.050
SEP047503850125D92,PLA251521450007D92,PLACA 2515*2145 D92,0.040
SEP050004000007D92,PLA251521450007D92,PLACA 2515*2145 D92,0.050
SEP050004700007D92,PLA251521450007D92,PLACA 2515*2145 D92,0.050
SEP050005400007D92,PLA280021450007D92,PLACA 2800*2145 D92,0.050
SEP05300230000309B,PLA11000780000309B,PLACA 1100*780 09B,0.170
SEP053004250003C20,PLA280021450004C20,PLACA 2800*2145 C20,0.050
SEP055005000004C20,PLA280021450004C20,PLACA 2800*2145 C20,0.050
SEP065004500007D92,PLA280021450007D92,PLACA 2800*2145 D92,0.070
SEP070006000004C20,PLA210021450004C20,PLACA 2100*2145 C20,0.110
SEP072005400004C20,PLA250024500004C20,PLACA 2500*2450 C20,0.070
SEP07800100000309B,PLA11000780000309B,PLACA 1100*780 09B,0.100
SEP080001900004C20,PLA250024500004C20,PLACA 2500*2450 C20,0.030
SEP083004150004D92,PLA251521450007D92,PLACA 2515*2145 D92,0.070
SEP087507050007D98,PLA186023500007D98,PLACA 1860*2350 D98,0.170
SEP09000700000210E,PLA09500780000210E,PLACA 950*765 10E,1.000
SEP09500126002509B,PLA09500823000309B,PLACA 950*823 09B,0.170
SEP09500178002509B,PLA09500780000309B,PLACA 950*765 09B,0.250
SEP09500185002510B,PLA09500780000309B,PLACA 950*780 09B,0.250
SEP09500218002509B,PLA09500780000309B,PLACA 950*765 09B,0.340
SEP09500320002509B,PLA09500780000309B,PLACA 950*765 09B,0.500
SEP10000980000312C,PLA25001570000412C,PLACA 2500*1570 12C,0.500
SEP100010000004C20,PLA210021450004C20,PLACA 2100*2145 C20,0.250
SEP101004000155C20,PLA251521450007D92,PLACA 2515*2145 D92,0.080
SEP101004000155C20,PLA251521450007D92,PLACA 2515*2145 D92,0.080
SEP10600970000210E,PLA12001000000209B,PLACA 1200*1000 09B,1.000
SEP11000068000312C,PLA25001570000412C,PLACA 2500*1570 12C,0.030
SEP11000100000309B,PLA11000780000309B,PLACA 1100*780 09B,0.150
SEP11001050000310C,PLA25001570000412C,PLACA 2500*1570 12C,0.500
SEP11300930000412C,PLA28001570000412C,PLACA 2800*1570 12C,0.340
SEP11500950D92,PLA251521450007D92,PLACA 2515*2145 D92,0.250
SEP12000150000110E,PLA12000780000210E,PLACA 1200*780 10E,0.200
SEP12000300000110E,PLA12000780000210E,PLACA 1200*780 10E,0.500
SEP12001000000009B,PLA10001200000309B,PLACA 1000*1200 09B,1.000
SEP12001000000110E,PLA12001000000210E,PLACA 1200*1000 10E,1.000
SEP12001000000210E,PLA12001000000210E,PLACA 1200*1000 10E,1.000
SEP120010000004C20,PLA280021450004C20,PLACA 2800*2145 C20,0.250
SEP120010001950D92,PLA280021450007D92,PLACA 2800*2145 D92,1.000
SEP120504550004C30,PLA280024500004C30,PLACA 2800*2450 C30,0.100
SEP123009200007D94,PLA220021450007D94,PLACA 2200*2145 D94,0.500
SEP123010000195C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
SEP125008000003C20,PLA250024500004C20,PLACA 2500*2450 C20,0.170
SEP12501570000312C,PLA25001570000412C,PLACA 2500*1570 12C,0.500
SEP130012000004C20,PLA251521450007D92,PLACA 2515*2145 D92,0.900
SEP130012000004C20,PLA251521450007D92,PLACA 2515*2145 D92,0.900
SEP130012000004C20,PLA251521450007D92,PLACA 2515*2145 D92,0.900
SEP138003750004C30,PLA280024500004C30,PLACA 2800*2450 C30,0.090
SEP138010000004C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
SEP140008000003C20,PLA280021450004C20,PLACA 2800*2145 C20,0.250
SEP140011000004C30,PLA280024500004C30,PLACA 2800*2450 C30,0.250
SEP14001400000410C,PLA28001570000412C,PLACA 2800*1570 12C,0.500
SEP14001570000312C,PLA28001570000412C,PLACA 2800*1570 12C,0.500
SEP142010900072C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
SEP149004940155C20,PLA270015700004C20,PLACA 2700*1690 C20,0.200
SEP154003650004C30,PLA160017200004C30,PLACA 1600*1720 C30,0.250
SEP163005000003C20,PLA270015700004C20,PLACA 2700*1690 C20,0.200
SEP168003350004C30,PLA280024500004C30,PLACA 2800*2450 C30,0.150
SEP168501250007D92,PLA220021450007D92,PLACA 2200*2145 D92,0.070
SEP178000900007D92,PLA220021450007D92,PLACA 2200*2145 D92,0.050
SEP180002000007D92,PLA251521450007D92,PLACA 2515*2145 D92,0.090
SEP190000900007D92,PLA220021450007D92,PLACA 2200*2145 D92,0.050
SEP190021450007D94,PLA220021450007D94,PLACA 2200*2145 D94,1.000
SEP210004800003C20,PLA250024500004C20,PLACA 2500*2450 C20,0.170
SEP210010000004C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
SEP210010700004D92,PLA220021450007D92,PLACA 2200*2145 D92,0.500
SEP220000900007D92,PLA220021450007D92,PLACA 2200*2145 D92,0.050
SEP220021450007D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
SEP248000900007D92,PLA251521450007D92,PLACA 2515*2145 D92,0.050
SEP25001570000312C,PLA25001570000412C,PLACA 2500*1570 12C,1.000
SEP25001571000420C,PLA250017300004C20,PLACA 2500*1730 C20,1.000
sep250018000007D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
SEP250020000007D94,PLA251521450007D92,PLACA 2515*2145 D92,1.000
SEP256504650003C20,PLA270015700004C20,PLACA 2700*1690 C20,0.340
SEP277007050007D98,PLA235023500007D98,PLACA 2350*2350 D98,0.170
SEP277007050007D98,PLA235023500007D98,PLACA 2350*2350 D98,0.170
SEP920900190350C20,PLA250024500004C20,PLACA 2500*2450 C20,0.160
TRO0085008500007D9,PLA280021450007D92,PLACA 2800*2145 D92,0.170
TRO012015400004C20,PLA270015700004C20,PLACA 2700*1570 C20,0.050
TRO01850140000110E,PLA09500780000210E,PLACA 950*780 10E,0.040
TRO02000100000309B,PLA09500780000309B,PLACA 950*780 09B,0.040
TRO02500250000210C,PLA25001570000412C,PLACA 2500*1570 12C,0.020
TRO02500250000210E,PLA11000780000210E,PLACA 1100*780 10E,0.040
TRO02500250000309B,PLA09500780000309B,PLACA 950*765 09B,0.050
TRO02502500100010E,PLA12001000000210E,PLACA 1200*1000 10E,0.500
TRO025803650003C20,PLA250024500004C20,PLACA 2500*2450 C20,0.040
TRO027201630003C20,PLA250024500004C20,PLACA 2500*2450 C20,0.010
TRO02970191000309B,PLA12001000000209B,PLACA 1200*1000 09B,0.050
TRO030012900003C20,PLA270017200004C20,PLACA 2700*1720 C20,0.130
TRO03250225000310E,PLA11000780000210E,PLACA 1100*780 10E,0.120
TRO03400316000210E,PLA11000780000210E,PLACA 1100*780 10E,0.170
TRO036503650100C20,PLA250024500004C20,PLACA 2500*2450 C20,0.090
TRO05200225000210E,PLA11000780000210E,PLACA 1100*780 10E,0.250
TRO05450230000310E,PLA11000780000210E,PLACA 1100*780 10E,0.250
TRO065014700004C20,PLA210021450004C20,PLACA 2100*2145 C20,0.250
TRO070005900100C20,PLA250024500004C20,PLACA 2500*2450 C20,0.170
TRO07720280000310E,PLA09500780000210E,PLACA 950*765 10E,0.340
TRO086605140004C30,PLA280024500004C30,PLACA 2800*2450 C30,0.080
TRO08750780000410C,PLA28001570000412C,PLACA 2800*1570 12C,0.170
TRO088008800003C20,PLA280021450004C20,PLACA 2800*2145 C20,0.170
TRO089707450003C20,PLA250024500004C20,PLACA 2500*2450 C20,0.120
TRO09100860000412C,PLA28001570000412C,PLACA 2800*1570 12C,0.340
TRO093009300003C20,PLA210021450004C20,PLACA 2100*2145 C20,0.250
TRO093009300007D94,PLA220021450007D94,PLACA 2200*2145 D94,0.250
TRO097509750003C20,PLA210021450004C20,PLACA 2100*2145 C20,0.250
TRO101501000215C30,PLA280024500004C30,PLACA 2800*2450 C30,0.250
TRO102508800003C20,PLA210021450004C20,PLACA 2100*2145 C20,0.250
TRO104010400100C20,PLA210021450004C20,PLACA 2100*2145 C20,0.250
TRO10550910000312C,PLA28001570000412C,PLACA 2800*1570 12C,0.340
TRO10590607000210E,PLA11000780000210E,PLACA 1100*780 10E,1.000
TRO106210620007D92,PLA220021450007D92,PLACA 2200*2145 D92,0.250
TRO112009300004C20,PLA280021450004C20,PLACA 2800*2145 C20,0.250
TRO114004800003C20,PLA250017300004C20,PLACA 2500*1730 C20,0.170
TRO118514450007D92,PLA251521450007D92,PLACA 2515*2145 D92,0.500
TRO12001000000210B,PLA10001200000309B,PLACA 1000*1200 09B,1.000
TRO12001000000210E,PLA12001000000210E,PLACA 1200*1000 10E,1.000
TRO120010000007D92,PLA251521450007D92,PLACA 2515*2145 D92,0.250
TRO1200100012.5D92,PLA251521450007D92,PLACA 2515*2145 D92,0.250
TRO120910070003C20,PLA250024500004C20,PLACA 2500*2450 C20,0.250
TRO121010100003C20,PLA280021450004C20,PLACA 2800*2145 C20,0.250
TRO121512150100C20,PLA250024500004C20,PLACA 2500*2450 C20,0.250
TRO121512150101C20,PLA250024500004C20,PLACA 2500*2450 C20,0.250
TRO128012900003C20,PLA270017200004C20,PLACA 2700*1720 C20,0.500
TRO133012150216C30,PLA280024500004C30,PLACA 2800*2450 C30,0.250
TRO136013920007D92,PLA280021450007D92,PLACA 2800*2145 D92,0.500
TRO137605520003C20,PLA280024500004C30,PLACA 2800*2450 C30,0.130
TRO140012000101C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
TRO140014000200C30,PLA160017200004C30,PLACA 1600*1720 C30,1.000
TRO141513150120C30,PLA160017200004C30,PLACA 1600*1720 C30,1.000
TRO145008350007D92,PLA251521450007D92,PLACA 2515*2145 D92,0.340
TRO145011200151C30,PLA280024500004C30,PLACA 2800*2450 C30,0.340
TRO145012200151C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
TRO14800765008010B,PLA210021450004C20,PLACA 2100*2145 C20,0.500
TRO149710900150C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
TRO14971200150C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
TRO149712980150D92,PLA280021450007D92,PLACA 2800*2145 D92,0.500
TRO149829000150C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
TRO150405250003C20,PLA210021450004C20,PLACA 2100*2145 C20,0.340
TRO152013200003C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
TRO154012000003C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
TRO154512400004C20,PLA270015700004C20,PLACA 2700*1690 C20,0.500
TRO157015700215C30,PLA170015700004C30,PLACA 1700*1570 C30,1.000
TRO162012100100C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
TRO167013700121C30,PLA160017200004C30,PLACA 1600*1720 C30,1.000
TRO179007300005DBE,PLA179007600005DBE,PLACA 1790*760 DBE,1.000
TRO187607880003C20,PLA250017300004C20,PLACA 2500*1730 C20,0.500
TRO192009800003C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
TRO193206320003C20,PLA210021450004C20,PLACA 2100*2145 C20,0.340
TRO209111000007D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
TRO212003500007D94,PLA213007000007D94,PLACA 2130*700 D94,1.000
REL09500021002809B,PLA09500780000309B,PLACA 950*780 09B,0.880
REL09500021002909B,PLA09500823000309B,PLACA 950*823 09B,0.850
REL09500021003709B,PLA09500780000309B,PLACA 950*780 09B,1.100
REL09500021028509B,PLA09500780000309B,PLACA 950*780 09B,0.880
REL0950002130.009B,PLA09500780000309B,PLACA 950*780 09B,0.900
REL0950002130.509B,PLA09500780000309B,PLACA 950*780 09B,1.050
REL0950002131.509B,PLA09500780000309B,PLACA 950*780 09B,0.950
REL0950002132.509B,PLA09500780000309B,PLACA 950*780 09B,1.000
REL0950002133.709B,PLA09500780000309B,PLACA 950*765 09B,1.050
REL0950002134.509B,PLA09500795000309B,PLACA 950*795 09B,0.990
REL0950002135.509B,PLA09500780000309B,PLACA 950*765 09B,1.110
REL0950002136.509B,PLA09500780000309B,PLACA 950*765 09B,1.100
REL0950002137.509B,PLA09500780000309B,PLACA 950*780 09B,1.170
REL0950002137.709B,PLA09500780000309B,PLACA 950*765 09B,1.170
REL0950002138.509B,PLA09500780000309B,PLACA 950*780 09B,1.170
REL0950002138.709B,PLA09500780000309B,PLACA 950*780 09B,1.100
REL0950002139.509B,PLA09500780000309B,PLACA 950*780 09B,1.400
REL0950002139.709B,PLA09500780000309B,PLACA 950*780 09B,1.110
REL09500025002909B,PLA09500780000309B,PLACA 950*765 09B,1.090
REL09500025003009B,PLA09500780000309B,PLACA 950*780 09B,1.100
REL09500025003709B,PLA09500780000309B,PLACA 950*780 09B,1.190
REL09500025003809B,PLA09500780000309B,PLACA 950*780 09B,1.320
REL0950002521.509B,PLA09500780000309B,PLACA 950*780 09B,0.840
REL0950002524.509B,PLA09500780000309B,PLACA 950*780 09B,0.930
REL0950002529.509B,PLA09500780000309B,PLACA 950*780 09B,1.090
REL0950002532.409B,PLA09500780000309B,PLACA 950*765 09B,1.200
REL0950002532.509B,PLA09500780000309B,PLACA 950*765 09B,1.200
REL0950002534.509B,PLA09500780000309B,PLACA 950*780 09B,1.250
REL0950002535.009B,PLA09500780000309B,PLACA 950*780 09B,1.200
REL0950002535.709B,PLA09500780000309B,PLACA 950*780 09B,1.320
"REL0950002536,509B",PLA09500780000309B,PLACA 950*780 09B,1.320
"REL0950002537,509B",PLA09500780000309B,PLACA 950*780 09B,1.430
REL0950002537.509B,PLA09500780000210E,PLACA 950*780 10E,1.300
REL0950002538.509B,PLA09500780000309B,PLACA 950*765 09B,1.390
REL0950002538.709B,PLA09500780000309B,PLACA 950*780 09B,1.400
REL0950002539.509B,PLA09500795000309B,PLACA 950*795 09B,1.400
REL09500027003709B,PLA09500780000309B,PLACA 950*780 09B,1.900
REL09500027039109B,PLA09500780000309B,PLACA 950*780 09B,1.500
REL0950002732.509B,PLA09500780000309B,PLACA 950*780 09B,1.300
REL0950002752.509B,PLA09500795000309B,PLACA 950*795 09B,1.930
REL09500030002810E,PLA09500780000210E,PLACA 950*780 10E,1.250
REL09500030003310E,PLA09500780000210E,PLACA 950*780 10E,1.430
REL09500030003810E,PLA09500780000210E,PLACA 950*765 10E,1.630
REL0950003037.510E,PLA09500780000210E,PLACA 950*765 10E,1.670
REL0950003037.610E,PLA09500780000210E,PLACA 950*765 10E,1.670
REL0950003224.10E,PLA09500780000210E,PLACA 950*780 10E,1.190
REL0950003224.710E,PLA09500780000210E,PLACA 950*780 10E,1.300
REL0950003226.510E,PLA09500780000210E,PLACA 950*780 10E,1.240
REL0950003232.710E,PLA09500780000210E,PLACA 950*780 10E,1.530
REL0950003237.510E,PLA09500780000210E,PLACA 950*780 10E,1.690
REL0950003237.710E,PLA09500780000210E,PLACA 950*780 10E,1.560
REL09500033009B,PLA09500780000309B,PLACA 950*780 09B,1.200
REL0950003524.510E,PLA09500780000210E,PLACA 950*765 10E,1.300
REL0950003527.10E,PLA09500700000210E,PLACA 950*700 10E,1.600
REL0950003527.710E,PLA09500780000210E,PLACA 950*780 10E,1.400
REL0950003535.310E,PLA09500780000210E,PLACA 950*780 10E,1.750
REL0950003537.310E,PLA09500780000210E,PLACA 950*765 10E,1.950
REL0950003537.510E,PLA09500795000210E,PLACA 950*795 10E,1.850
REL0950003538.510E,PLA09500780000210E,PLACA 950*780 10E,2.000
CAJ039503600325D92,PLA251521450007D92,PLACA 2515*2145 D92,0.230
CAJ040002900600C20,PLA280021450004C20,PLACA 2800*2145 C20,0.340
CAJ040003950370D92,PLA280021450007D92,PLACA 2800*2145 D92,0.340
CAJ040004000285C20,PLA270015700004C20,PLACA 2700*1690 C20,0.340
CAJ040502850060C20,PLA210021450004C20,PLACA 2100*2145 C20,0.070
CAJ040704071150C20,PLA21001730004C20,PLACA 2100*1730 C20,1.000
CAJ04100230023012C,PLA28001570000412C,PLACA 2800*1570 12C,0.170
CAJ041003100380D92,PLA251521450007D92,PLACA 2515*2145 D92,0.230
CAJ041203120295C20,PLA250024500004C20,PLACA 2500*2450 C20,0.140
CAJ04120412101009B,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ042003001220D92,PLA251521600007D92,PLACA 2515*2160 D92,0.670
CAJ042003650280C20,PLA250024500004C20,PLACA 2500*2450 C20,0.230
CAJ042004200620C20,PLA280021450004C20,PLACA 2800*2145 C20,0.340
CAJ042301120333C20,PLA250024500004C20,PLACA 2500*2450 C20,0.100
CAJ042503250080C20,PLA250024500004C20,PLACA 2500*2450 C20,0.090
CAJ043002500380C20,PLA280021450004C20,PLACA 2800*2145 C20,0.250
CAJ043002900258C20,PLA270015700004C20,PLACA 2700*1570 C20,0.340
CAJ043003550500C20,PLA270015700004C20,PLACA 2700*1570 C20,0.230
CAJ044003800320D92,PLA220021450007D92,PLACA 2200*2145 D92,0.340
CAJ04500075245110C,PLA28001570000412C,PLACA 2800*1570 12C,1.000
CAJ045003000250C30,PLA280024500004C30,PLACA 2800*2450 C30,0.140
CAJ045004000250C20,PLA280021450004C20,PLACA 2800*2145 C20,0.230
CAJ045503550735D92,PLA280021450007D92,PLACA 2800*2145 D92,0.670
CAJ046001850235C20,PLA270015700004C20,PLACA 2700*1570 C20,0.170
CAJ046003100100C30,PLA280024500004C30,PLACA 2800*2450 C30,0.070
CAJ04600330036012C,PLA28001570000412C,PLACA 2800*1570 12C,0.340
CAJ046503150060C30,PLA280024500004C30,PLACA 2800*2450 C30,0.070
CAJ046503201820C30,PLA280024500004C30,PLACA 2800*2450 C30,0.670
CAJ046503650895C30,PLA280024500004C30,PLACA 2800*2450 C30,0.680
CAJ047003400390C20,PLA270015700004C20,PLACA 2700*1690 C20,0.340
CAJ047003500300D92,PLA280021450007D92,PLACA 2800*2145 D92,0.230
CAJ047003850120D98,PLA186023500007D98,PLACA 1860*2350 D98,0.340
CAJ047004000340D92,PLA220021450007D92,PLACA 2200*2145 D92,0.500
CAJ048204821150C20,PLA270015700004C20,PLACA 2700*1690 C20,1.000
CAJ049002100160C20,PLA270017200004C20,PLACA 2700*1720 C20,0.170
CAJ049002650210C20,PLA280021450004C20,PLACA 2800*2145 C20,0.170
CAJ04950065090509B,PLA12001000000209B,PLACA 1200*1000 09B,1.000
CAJ050002500400D92,PLA251521600007D92,PLACA 2515*2160 D92,0.230
CAJ050003000300D92,PLA280021450007D92,PLACA 2800*2145 D92,0.220
CAJ050004300281C20,PLA250024500004C20,PLACA 2500*2450 C20,0.340
CAJ050005000400D92,PLA220021450007D92,PLACA 2200*2160 D92,0.500
CAJ050005000500C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
CAJ050005000900D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ050005000950C20,PLA250024500004C20,PLACA 2500*2450 C20,0.500
CAJ051003600100C30,PLA280024500004C30,PLACA 2800*2450 C30,0.090
CAJ051003700210C20,PLA280021450004C20,PLACA 2800*2145 C20,0.250
CAJ051005100090C20,PLA280021450004C20,PLACA 2800*2145 C20,0.120
CAJ05400165024012C,PLA25001570000412C,PLACA 2500*1570 12C,0.230
CAJ05500290020009B,PLA270015700004C20,PLACA 2700*1570 C20,0.230
CAJ055003250150C20,PLA280021450004C20,PLACA 2800*2145 C20,0.170
CAJ055004000200C20,PLA210021450004C20,PLACA 2100*2145 C20,0.340
CAJ056002650150D94,PLA189021450007D94,PLACA 1890*2145 D94,0.250
CAJ057000551650C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ05700115165512C,PLA28001570000412C,PLACA 2800*1570 12C,0.670
CAJ057005500090C30,PLA170015700004C30,PLACA 1700*1570 C30,0.250
CAJ057005510090C30,PLA280024500004C30,PLACA 2800*2450 C30,0.050
CAJ058004000300D92,PLA220021450007D92,PLACA 2200*2145 D92,0.340
CAJ05900450188C30,PLA280024500004C30,PLACA 2800*2450 C30,1.000
CAJ060002400240C20,PLA270015700004C20,PLACA 2700*1570 C20,0.230
CAJ060002500200C20,PLA280021450004C20,PLACA 2800*2145 C20,0.170
CAJ060003000301C20,PLA210021450004C20,PLACA 2100*2145 C20,0.250
CAJ060004000300C20,PLA210021450004C20,PLACA 2100*2145 C20,0.340
CAJ060004500100C30,PLA280024500004C30,PLACA 2800*2450 C30,0.100
CAJ060006000600C20,PLA250024500004C20,PLACA 2500*2450 C20,0.500
CAJ06000600100012C,PLA28001570000412C,PLACA 2800*1570 12C,0.340
CAJ060006001000D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ060503400200C20,PLA280021450004C20,PLACA 2800*2145 C20,0.110
CAJ061000501160C20,PLA270015700004C20,PLACA 2700*1570 C20,0.500
CAJ061003100080C20,PLA210021450004C20,PLACA 2100*2145 C20,0.130
CAJ061004300160C20,PLA250024300004C20,PLACA 2500*2430 C20,0.250
CAJ061004500100C20,PLA250024500004C20,PLACA 2500*2450 C20,0.120
CAJ061500500615C20,PLA280021450004C20,PLACA 2800*2145 C20,0.250
CAJ061503600600C20,PLA210021450004C20,PLACA 2100*2145 C20,0.340
CAJ062000602040C20,PLA250024500004C20,PLACA 2500*2450 C20,1.000
CAJ06250360034510C,PLA25001570000412C,PLACA 2500*1570 12C,0.250
CAJ062504301480D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ06300100063012C,PLA28001570000412C,PLACA 2800*1570 12C,0.340
CAJ063001551960D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ063504400100C20,PLA270015700004C20,PLACA 2700*1570 C20,0.170
CAJ065003000250C20,PLA210021450004C20,PLACA 2100*2145 C20,0.500
CAJ065003100310C20,PLA210021450004C20,PLACA 2100*2145 C20,0.340
CAJ066003400390C20,PLA250024500004C20,PLACA 2500*2450 C20,0.340
CAJ066005501300D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ066504300270D92,PLA251521450007D92,PLACA 2515*2145 D92,0.340
CAJ069505200155C20,PLA280021450004C20,PLACA 2800*2145 C20,0.170
CAJ070004600340D92,PLA251521450007D92,PLACA 2515*2145 D92,1.000
CAJ070006000900C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ071006100095C20,PLA250024500004C20,PLACA 2500*2450 C20,0.250
CAJ071006700810D94,PLA220021450007D94,PLACA 2200*2145 D94,0.170
CAJ071006700810D94,PLA220021450007D94,PLACA 2200*2145 D94,0.170
CAJ072004900820D94,PLA251521600007D94,PLACA 2515*2160 D94,0.500
CAJ073006900100C20,PLA270015700004C20,PLACA 2700*1690 C20,0.340
CAJ07350100245010C,PLA28001570000412C,PLACA 2800*1570 12C,2.000
CAJ073503000320C20,PLA250024500004C20,PLACA 2500*2450 C20,0.200
CAJ073505250480D92,PLA280021450007D92,PLACA 2800*2145 D92,0.500
CAJ073505400545D92,PLA280021450007D92,PLACA 2800*2145 D92,2.000
CAJ074004400085D92,PLA251521450007D92,PLACA 2515*2145 D92,0.130
CAJ074004400086D92,PLA251521450007D92,PLACA 2515*2145 D92,0.130
CAJ074005100105C20,PLA250024500004C20,PLACA 2500*2450 C20,0.170
CAJ074007400980C20,PLA270015700004C20,PLACA 2700*1690 C20,1.340
CAJ07450180081510C,PLA25001570000412C,PLACA 2500*1570 12C,1.000
CAJ074507450100C20,PLA250024500004C20,PLACA 2500*2450 C20,0.250
CAJ0750003521012C,PLA210021450004C20,PLACA 2100*2145 C20,1.000
CAJ075000601850C20,PLA280021450004C20,PLACA 2800*2145 C20,0.670
CAJ075003150060C20,PLA210021450004C20,PLACA 2100*2145 C20,0.010
CAJ075003752100D92,PLA280021450007D92,PLACA 2800*2145 D92,1.000
CAJ075005000130D92,PLA280021450007D92,PLACA 2800*2145 D92,0.340
CAJ075005500070C20,PLA210021450004C20,PLACA 2100*2145 C20,0.000
CAJ075007500130D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ07600620009412C,PLA25001570000412C,PLACA 2500*1570 12C,1.000
CAJ076506420235C20,PLA250024500004C20,PLACA 2500*2450 C20,0.250
CAJ077005001770D92,PLA280021450007D92,PLACA 2800*2145 D92,1.000
CAJ077005001770D92,PLA280021450007D92,PLACA 2800*2145 D92,1.000
CAJ079500500935C20,PLA280021450004C20,PLACA 2800*2145 C20,0.340
CAJ08000551010012C,PLA25001570000412C,PLACA 2500*1570 12C,0.250
CAJ080006100510D92,PLA220021450007D92,PLACA 2200*2145 D92,1.000
CAJ081000500410C20,PLA280021450004C20,PLACA 2800*2145 C20,0.170
CAJ083000500630C20,PLA280021450004C20,PLACA 2800*2145 C20,0.340
CAJ083004300180C20,PLA250024500004C20,PLACA 2500*2450 C20,0.170
CAJ085506100675D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ088503850525C20,PLA280021450004C20,PLACA 2800*2145 C20,0.500
CAJ090006101870D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ090006101870D92,PLA220021450007D92,PLACA 2200*2145 D92,2.000
CAJ091005700560D94,PLA220021450007D94,PLACA 2200*2145 D94,0.170
